id,date,store_nbr,item_nbr,city,type_store,cluster,family,perishable,type_holiday,locale,transferred,unit_sales
209975,1/7/13,4,106716,Quito,D,9,GROCERY I,0.0,,,,4.0
209976,1/7/13,4,108696,Quito,D,9,DELI,1.0,,,,1.0
209977,1/7/13,4,108698,Quito,D,9,DELI,1.0,,,,8.0
210952,1/7/13,5,103665,Santo Domingo,D,4,GROCERY I,0.0,,,,1.0
210952,1/7/13,5,103665,Santo Domingo,D,4,BREAD/BAKERY,1.0,,,,1.0
210953,1/7/13,5,105574,Santo Domingo,D,4,GROCERY I,0.0,,,,12.0
210954,1/7/13,5,105575,Santo Domingo,D,4,GROCERY I,0.0,,,,9.0
210955,1/7/13,5,105577,Santo Domingo,D,4,GROCERY I,0.0,,,,5.0
210956,1/7/13,5,105693,Santo Domingo,D,4,GROCERY I,0.0,,,,5.0
210957,1/7/13,5,105857,Santo Domingo,D,4,GROCERY I,0.0,,,,5.0
210958,1/7/13,5,106716,Santo Domingo,D,4,GROCERY I,0.0,,,,2.0
210959,1/7/13,5,108696,Santo Domingo,D,4,DELI,1.0,,,,4.0
210960,1/7/13,5,108698,Santo Domingo,D,4,DELI,1.0,,,,1.0
210961,1/7/13,5,108701,Santo Domingo,D,4,DELI,1.0,,,,1.0
211921,1/7/13,6,103520,Quito,D,13,GROCERY I,0.0,,,,5.0
211922,1/7/13,6,105574,Quito,D,13,GROCERY I,0.0,,,,4.0
211923,1/7/13,6,105575,Quito,D,13,GROCERY I,0.0,,,,5.0
211924,1/7/13,6,105693,Quito,D,13,GROCERY I,0.0,,,,1.0
211925,1/7/13,6,105737,Quito,D,13,GROCERY I,0.0,,,,4.0
211926,1/7/13,6,105857,Quito,D,13,GROCERY I,0.0,,,,3.0
211927,1/7/13,6,106716,Quito,D,13,GROCERY I,0.0,,,,4.0
211928,1/7/13,6,108079,Quito,D,13,GROCERY I,0.0,,,,3.0
211929,1/7/13,6,108698,Quito,D,13,DELI,1.0,,,,1.0
212974,1/7/13,7,103520,Quito,D,8,GROCERY I,0.0,,,,1.0
212975,1/7/13,7,103665,Quito,D,8,GROCERY I,0.0,,,,6.0
212975,1/7/13,7,103665,Quito,D,8,BREAD/BAKERY,1.0,,,,6.0
212976,1/7/13,7,105574,Quito,D,8,GROCERY I,0.0,,,,13.0
212977,1/7/13,7,105575,Quito,D,8,GROCERY I,0.0,,,,14.0
212978,1/7/13,7,105693,Quito,D,8,GROCERY I,0.0,,,,2.0
212979,1/7/13,7,105737,Quito,D,8,GROCERY I,0.0,,,,1.0
212980,1/7/13,7,105857,Quito,D,8,GROCERY I,0.0,,,,8.0
212981,1/7/13,7,106716,Quito,D,8,GROCERY I,0.0,,,,3.0
212982,1/7/13,7,108079,Quito,D,8,GROCERY I,0.0,,,,1.0
212983,1/7/13,7,108696,Quito,D,8,DELI,1.0,,,,1.0
212984,1/7/13,7,108698,Quito,D,8,DELI,1.0,,,,3.0
213995,1/7/13,8,103520,Quito,D,8,GROCERY I,0.0,,,,13.0
213996,1/7/13,8,103665,Quito,D,8,GROCERY I,0.0,,,,2.0
213996,1/7/13,8,103665,Quito,D,8,BREAD/BAKERY,1.0,,,,2.0
213997,1/7/13,8,105574,Quito,D,8,GROCERY I,0.0,,,,11.0
213998,1/7/13,8,105575,Quito,D,8,GROCERY I,0.0,,,,8.0
213999,1/7/13,8,105577,Quito,D,8,GROCERY I,0.0,,,,6.0
214000,1/7/13,8,105693,Quito,D,8,GROCERY I,0.0,,,,1.0
214001,1/7/13,8,105737,Quito,D,8,GROCERY I,0.0,,,,6.0
214002,1/7/13,8,105857,Quito,D,8,GROCERY I,0.0,,,,15.0
214003,1/7/13,8,106716,Quito,D,8,GROCERY I,0.0,,,,3.0
214004,1/7/13,8,108079,Quito,D,8,GROCERY I,0.0,,,,1.0
214005,1/7/13,8,108696,Quito,D,8,DELI,1.0,,,,1.0
214006,1/7/13,8,108698,Quito,D,8,DELI,1.0,,,,8.0
215119,1/7/13,9,103501,Quito,B,6,CLEANING,0.0,,,,8.0
215120,1/7/13,9,103520,Quito,B,6,GROCERY I,0.0,,,,1.0
215121,1/7/13,9,103665,Quito,B,6,BREAD/BAKERY,1.0,,,,7.0
215121,1/7/13,9,103665,Quito,B,6,GROCERY I,0.0,,,,7.0
215122,1/7/13,9,105576,Quito,B,6,GROCERY I,0.0,,,,7.0
215123,1/7/13,9,105857,Quito,B,6,GROCERY I,0.0,,,,4.0
215124,1/7/13,9,106716,Quito,B,6,GROCERY I,0.0,,,,20.0
215125,1/7/13,9,108079,Quito,B,6,GROCERY I,0.0,,,,1.0
215126,1/7/13,9,108696,Quito,B,6,DELI,1.0,,,,24.0
215127,1/7/13,9,108698,Quito,B,6,DELI,1.0,,,,6.0
215128,1/7/13,9,108701,Quito,B,6,DELI,1.0,,,,5.0
216042,1/7/13,10,103501,Quito,C,15,CLEANING,0.0,,,,7.0
216043,1/7/13,10,105576,Quito,C,15,GROCERY I,0.0,,,,8.0
216044,1/7/13,10,106716,Quito,C,15,GROCERY I,0.0,,,,11.0
216045,1/7/13,10,108696,Quito,C,15,DELI,1.0,,,,10.0
216046,1/7/13,10,108701,Quito,C,15,DELI,1.0,,,,5.0
216665,1/7/13,11,103501,Cayambe,B,6,CLEANING,0.0,,,,5.0
216666,1/7/13,11,103520,Cayambe,B,6,GROCERY I,0.0,,,,2.0
216667,1/7/13,11,105576,Cayambe,B,6,GROCERY I,0.0,,,,10.0
216668,1/7/13,11,106716,Cayambe,B,6,GROCERY I,0.0,,,,23.0
216669,1/7/13,11,108696,Cayambe,B,6,DELI,1.0,,,,5.0
216670,1/7/13,11,108698,Cayambe,B,6,DELI,1.0,,,,5.0
216671,1/7/13,11,108701,Cayambe,B,6,DELI,1.0,,,,9.0
217540,1/7/13,12,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
217541,1/7/13,12,103520,Latacunga,C,15,GROCERY I,0.0,,,,1.0
217542,1/7/13,12,105576,Latacunga,C,15,GROCERY I,0.0,,,,17.0
217543,1/7/13,12,105857,Latacunga,C,15,GROCERY I,0.0,,,,1.0
217544,1/7/13,12,106716,Latacunga,C,15,GROCERY I,0.0,,,,10.0
217545,1/7/13,12,108696,Latacunga,C,15,DELI,1.0,,,,10.0
217546,1/7/13,12,108701,Latacunga,C,15,DELI,1.0,,,,2.0
218211,1/7/13,13,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
218212,1/7/13,13,105576,Latacunga,C,15,GROCERY I,0.0,,,,5.0
218213,1/7/13,13,106716,Latacunga,C,15,GROCERY I,0.0,,,,5.0
218214,1/7/13,13,108079,Latacunga,C,15,GROCERY I,0.0,,,,1.0
218215,1/7/13,13,108696,Latacunga,C,15,DELI,1.0,,,,5.0
218216,1/7/13,13,108701,Latacunga,C,15,DELI,1.0,,,,2.0
218835,1/7/13,14,103501,Riobamba,C,7,CLEANING,0.0,,,,1.0
218836,1/7/13,14,103520,Riobamba,C,7,GROCERY I,0.0,,,,1.0
218837,1/7/13,14,105576,Riobamba,C,7,GROCERY I,0.0,,,,10.0
218838,1/7/13,14,105857,Riobamba,C,7,GROCERY I,0.0,,,,2.0
218839,1/7/13,14,106716,Riobamba,C,7,GROCERY I,0.0,,,,14.0
218840,1/7/13,14,108079,Riobamba,C,7,GROCERY I,0.0,,,,5.0
218841,1/7/13,14,108696,Riobamba,C,7,DELI,1.0,,,,3.0
218842,1/7/13,14,108701,Riobamba,C,7,DELI,1.0,,,,1.0
219497,1/7/13,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
219498,1/7/13,15,105576,Ibarra,C,15,GROCERY I,0.0,,,,1.0
219499,1/7/13,15,106716,Ibarra,C,15,GROCERY I,0.0,,,,8.0
219500,1/7/13,15,108079,Ibarra,C,15,GROCERY I,0.0,,,,3.0
219501,1/7/13,15,108696,Ibarra,C,15,DELI,1.0,,,,5.0
219502,1/7/13,15,108701,Ibarra,C,15,DELI,1.0,,,,4.0
220192,1/7/13,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,2.0
220193,1/7/13,16,103520,Santo Domingo,C,3,GROCERY I,0.0,,,,1.0
220194,1/7/13,16,105576,Santo Domingo,C,3,GROCERY I,0.0,,,,11.0
220195,1/7/13,16,105693,Santo Domingo,C,3,GROCERY I,0.0,,,,13.0
220196,1/7/13,16,105857,Santo Domingo,C,3,GROCERY I,0.0,,,,1.0
220197,1/7/13,16,106716,Santo Domingo,C,3,GROCERY I,0.0,,,,5.0
220198,1/7/13,16,108696,Santo Domingo,C,3,DELI,1.0,,,,1.0
220199,1/7/13,16,108701,Santo Domingo,C,3,DELI,1.0,,,,4.0
220863,1/7/13,17,103501,Quito,C,12,CLEANING,0.0,,,,3.0
220864,1/7/13,17,105576,Quito,C,12,GROCERY I,0.0,,,,23.0
220865,1/7/13,17,105857,Quito,C,12,GROCERY I,0.0,,,,5.0
220866,1/7/13,17,106716,Quito,C,12,GROCERY I,0.0,,,,6.0
220867,1/7/13,17,108079,Quito,C,12,GROCERY I,0.0,,,,1.0
220868,1/7/13,17,108696,Quito,C,12,DELI,1.0,,,,2.0
220869,1/7/13,17,108701,Quito,C,12,DELI,1.0,,,,3.0
221579,1/7/13,18,103501,Quito,B,16,CLEANING,0.0,,,,3.0
221580,1/7/13,18,105576,Quito,B,16,GROCERY I,0.0,,,,7.0
221581,1/7/13,18,106716,Quito,B,16,GROCERY I,0.0,,,,3.0
221582,1/7/13,18,108696,Quito,B,16,DELI,1.0,,,,4.0
221583,1/7/13,18,108698,Quito,B,16,DELI,1.0,,,,8.0
221584,1/7/13,18,108701,Quito,B,16,DELI,1.0,,,,2.0
222399,1/7/13,19,103501,Guaranda,C,15,CLEANING,0.0,,,,1.0
222400,1/7/13,19,103520,Guaranda,C,15,GROCERY I,0.0,,,,1.0
222401,1/7/13,19,105576,Guaranda,C,15,GROCERY I,0.0,,,,2.0
222402,1/7/13,19,105857,Guaranda,C,15,GROCERY I,0.0,,,,4.0
222403,1/7/13,19,106716,Guaranda,C,15,GROCERY I,0.0,,,,16.0
222404,1/7/13,19,108079,Guaranda,C,15,GROCERY I,0.0,,,,1.0
222405,1/7/13,19,108696,Guaranda,C,15,DELI,1.0,,,,8.0
222406,1/7/13,19,108701,Guaranda,C,15,DELI,1.0,,,,2.0
222998,1/7/13,23,103520,Ambato,D,9,GROCERY I,0.0,,,,3.0
222999,1/7/13,23,103665,Ambato,D,9,BREAD/BAKERY,1.0,,,,1.0
222999,1/7/13,23,103665,Ambato,D,9,GROCERY I,0.0,,,,1.0
223000,1/7/13,23,105574,Ambato,D,9,GROCERY I,0.0,,,,9.0
223001,1/7/13,23,105575,Ambato,D,9,GROCERY I,0.0,,,,16.0
223002,1/7/13,23,105577,Ambato,D,9,GROCERY I,0.0,,,,1.0
223003,1/7/13,23,105737,Ambato,D,9,GROCERY I,0.0,,,,4.0
223004,1/7/13,23,105857,Ambato,D,9,GROCERY I,0.0,,,,1.0
223005,1/7/13,23,106716,Ambato,D,9,GROCERY I,0.0,,,,9.0
223006,1/7/13,23,108698,Ambato,D,9,DELI,1.0,,,,5.0
223893,1/7/13,24,103520,Guayaquil,D,1,GROCERY I,0.0,,,,7.0
223894,1/7/13,24,103665,Guayaquil,D,1,BREAD/BAKERY,1.0,,,,4.0
223894,1/7/13,24,103665,Guayaquil,D,1,GROCERY I,0.0,,,,4.0
223895,1/7/13,24,105574,Guayaquil,D,1,GROCERY I,0.0,,,,3.0
223896,1/7/13,24,105575,Guayaquil,D,1,GROCERY I,0.0,,,,6.0
223897,1/7/13,24,105693,Guayaquil,D,1,GROCERY I,0.0,,,,2.0
223898,1/7/13,24,105737,Guayaquil,D,1,GROCERY I,0.0,,,,5.0
223899,1/7/13,24,105857,Guayaquil,D,1,GROCERY I,0.0,,,,4.0
223900,1/7/13,24,106716,Guayaquil,D,1,GROCERY I,0.0,,,,3.0
223901,1/7/13,24,108698,Guayaquil,D,1,DELI,1.0,,,,5.0
224881,1/7/13,25,103665,Salinas,D,1,BREAD/BAKERY,1.0,,,,2.0
224881,1/7/13,25,103665,Salinas,D,1,GROCERY I,0.0,,,,2.0
224882,1/7/13,25,105574,Salinas,D,1,GROCERY I,0.0,,,,2.0
224883,1/7/13,25,105575,Salinas,D,1,GROCERY I,0.0,,,,3.0
224884,1/7/13,25,105737,Salinas,D,1,GROCERY I,0.0,,,,2.0
224885,1/7/13,25,105857,Salinas,D,1,GROCERY I,0.0,,,,5.0
224886,1/7/13,25,106716,Salinas,D,1,GROCERY I,0.0,,,,1.0
224887,1/7/13,25,108701,Salinas,D,1,DELI,1.0,,,,3.0
225555,1/7/13,26,103665,Guayaquil,D,10,GROCERY I,0.0,,,,2.0
225555,1/7/13,26,103665,Guayaquil,D,10,BREAD/BAKERY,1.0,,,,2.0
225556,1/7/13,26,105574,Guayaquil,D,10,GROCERY I,0.0,,,,4.0
225557,1/7/13,26,105575,Guayaquil,D,10,GROCERY I,0.0,,,,6.0
225558,1/7/13,26,105737,Guayaquil,D,10,GROCERY I,0.0,,,,4.0
225559,1/7/13,26,105857,Guayaquil,D,10,GROCERY I,0.0,,,,1.0
225560,1/7/13,26,106716,Guayaquil,D,10,GROCERY I,0.0,,,,2.0
225561,1/7/13,26,108079,Guayaquil,D,10,GROCERY I,0.0,,,,2.0
225562,1/7/13,26,108701,Guayaquil,D,10,DELI,1.0,,,,1.0
226233,1/7/13,27,103665,Daule,D,1,BREAD/BAKERY,1.0,,,,5.0
226233,1/7/13,27,103665,Daule,D,1,GROCERY I,0.0,,,,5.0
226234,1/7/13,27,105574,Daule,D,1,GROCERY I,0.0,,,,3.0
226235,1/7/13,27,105575,Daule,D,1,GROCERY I,0.0,,,,3.0
226236,1/7/13,27,105693,Daule,D,1,GROCERY I,0.0,,,,7.0
226237,1/7/13,27,105737,Daule,D,1,GROCERY I,0.0,,,,10.0
226238,1/7/13,27,105857,Daule,D,1,GROCERY I,0.0,,,,3.0
226239,1/7/13,27,106716,Daule,D,1,GROCERY I,0.0,,,,2.0
227102,1/7/13,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,5.0
227103,1/7/13,28,103665,Guayaquil,E,10,BREAD/BAKERY,1.0,,,,4.0
227103,1/7/13,28,103665,Guayaquil,E,10,GROCERY I,0.0,,,,4.0
227104,1/7/13,28,105576,Guayaquil,E,10,GROCERY I,0.0,,,,4.0
227105,1/7/13,28,105693,Guayaquil,E,10,GROCERY I,0.0,,,,9.0
227106,1/7/13,28,108701,Guayaquil,E,10,DELI,1.0,,,,1.0
227856,1/7/13,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
227857,1/7/13,30,103520,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
227858,1/7/13,30,105576,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
227859,1/7/13,30,105693,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
227860,1/7/13,30,105857,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
227861,1/7/13,30,106716,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
228425,1/7/13,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,5.0
228426,1/7/13,31,105576,Babahoyo,B,10,GROCERY I,0.0,,,,1.0
228427,1/7/13,31,105693,Babahoyo,B,10,GROCERY I,0.0,,,,1.0
228428,1/7/13,31,105857,Babahoyo,B,10,GROCERY I,0.0,,,,1.0
228429,1/7/13,31,106716,Babahoyo,B,10,GROCERY I,0.0,,,,4.0
228430,1/7/13,31,108698,Babahoyo,B,10,DELI,1.0,,,,2.0
228431,1/7/13,31,108701,Babahoyo,B,10,DELI,1.0,,,,1.0
229193,1/7/13,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
229194,1/7/13,32,105576,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
229195,1/7/13,32,105693,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
229196,1/7/13,32,105857,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
229197,1/7/13,32,106716,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
229707,1/7/13,33,103501,Quevedo,C,3,CLEANING,0.0,,,,9.0
229708,1/7/13,33,103520,Quevedo,C,3,GROCERY I,0.0,,,,2.0
229709,1/7/13,33,105576,Quevedo,C,3,GROCERY I,0.0,,,,11.0
229710,1/7/13,33,105693,Quevedo,C,3,GROCERY I,0.0,,,,6.0
229711,1/7/13,33,105857,Quevedo,C,3,GROCERY I,0.0,,,,4.0
229712,1/7/13,33,106716,Quevedo,C,3,GROCERY I,0.0,,,,4.0
229713,1/7/13,33,108701,Quevedo,C,3,DELI,1.0,,,,1.0
230386,1/7/13,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,2.0
230387,1/7/13,34,103665,Guayaquil,B,6,GROCERY I,0.0,,,,2.0
230387,1/7/13,34,103665,Guayaquil,B,6,BREAD/BAKERY,1.0,,,,2.0
230388,1/7/13,34,105576,Guayaquil,B,6,GROCERY I,0.0,,,,5.0
230389,1/7/13,34,105693,Guayaquil,B,6,GROCERY I,0.0,,,,2.0
230390,1/7/13,34,105857,Guayaquil,B,6,GROCERY I,0.0,,,,4.0
230391,1/7/13,34,106716,Guayaquil,B,6,GROCERY I,0.0,,,,4.0
230392,1/7/13,34,108696,Guayaquil,B,6,DELI,1.0,,,,8.0
231206,1/7/13,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
231207,1/7/13,35,105576,Playas,C,3,GROCERY I,0.0,,,,1.0
231208,1/7/13,35,106716,Playas,C,3,GROCERY I,0.0,,,,2.0
231209,1/7/13,35,108701,Playas,C,3,DELI,1.0,,,,1.0
231718,1/7/13,37,103520,Cuenca,D,2,GROCERY I,0.0,,,,4.0
231719,1/7/13,37,103665,Cuenca,D,2,BREAD/BAKERY,1.0,,,,4.0
231719,1/7/13,37,103665,Cuenca,D,2,GROCERY I,0.0,,,,4.0
231720,1/7/13,37,105574,Cuenca,D,2,GROCERY I,0.0,,,,12.0
231721,1/7/13,37,105575,Cuenca,D,2,GROCERY I,0.0,,,,22.0
231722,1/7/13,37,105577,Cuenca,D,2,GROCERY I,0.0,,,,2.0
231723,1/7/13,37,105693,Cuenca,D,2,GROCERY I,0.0,,,,3.0
231724,1/7/13,37,105737,Cuenca,D,2,GROCERY I,0.0,,,,3.0
231725,1/7/13,37,105857,Cuenca,D,2,GROCERY I,0.0,,,,8.0
231726,1/7/13,37,106716,Cuenca,D,2,GROCERY I,0.0,,,,1.0
231727,1/7/13,37,108698,Cuenca,D,2,DELI,1.0,,,,6.0
232706,1/7/13,38,103665,Loja,D,4,GROCERY I,0.0,,,,8.0
232706,1/7/13,38,103665,Loja,D,4,BREAD/BAKERY,1.0,,,,8.0
232707,1/7/13,38,105574,Loja,D,4,GROCERY I,0.0,,,,5.0
232708,1/7/13,38,105575,Loja,D,4,GROCERY I,0.0,,,,21.0
232709,1/7/13,38,105577,Loja,D,4,GROCERY I,0.0,,,,22.0
232710,1/7/13,38,105693,Loja,D,4,GROCERY I,0.0,,,,4.0
232711,1/7/13,38,105737,Loja,D,4,GROCERY I,0.0,,,,5.0
232712,1/7/13,38,105857,Loja,D,4,GROCERY I,0.0,,,,13.0
232713,1/7/13,38,108701,Loja,D,4,DELI,1.0,,,,6.0
233645,1/7/13,39,103501,Cuenca,B,6,CLEANING,0.0,,,,7.0
233646,1/7/13,39,103665,Cuenca,B,6,GROCERY I,0.0,,,,4.0
233646,1/7/13,39,103665,Cuenca,B,6,BREAD/BAKERY,1.0,,,,4.0
233647,1/7/13,39,105576,Cuenca,B,6,GROCERY I,0.0,,,,9.0
233648,1/7/13,39,105693,Cuenca,B,6,GROCERY I,0.0,,,,4.0
233649,1/7/13,39,105857,Cuenca,B,6,GROCERY I,0.0,,,,4.0
233650,1/7/13,39,106716,Cuenca,B,6,GROCERY I,0.0,,,,2.0
233651,1/7/13,39,108698,Cuenca,B,6,DELI,1.0,,,,2.0
234509,1/7/13,40,103501,Machala,C,3,CLEANING,0.0,,,,7.0
234510,1/7/13,40,105576,Machala,C,3,GROCERY I,0.0,,,,13.0
234511,1/7/13,40,105693,Machala,C,3,GROCERY I,0.0,,,,4.0
234512,1/7/13,40,105857,Machala,C,3,GROCERY I,0.0,,,,2.0
234513,1/7/13,40,106716,Machala,C,3,GROCERY I,0.0,,,,4.0
234514,1/7/13,40,108079,Machala,C,3,GROCERY I,0.0,,,,1.0
234515,1/7/13,40,108696,Machala,C,3,DELI,1.0,,,,1.0
235151,1/7/13,41,103665,Machala,D,4,GROCERY I,0.0,,,,6.0
235151,1/7/13,41,103665,Machala,D,4,BREAD/BAKERY,1.0,,,,6.0
235152,1/7/13,41,105574,Machala,D,4,GROCERY I,0.0,,,,3.0
235153,1/7/13,41,105575,Machala,D,4,GROCERY I,0.0,,,,8.0
235154,1/7/13,41,105577,Machala,D,4,GROCERY I,0.0,,,,23.0
235155,1/7/13,41,105693,Machala,D,4,GROCERY I,0.0,,,,5.0
235156,1/7/13,41,105737,Machala,D,4,GROCERY I,0.0,,,,1.0
235157,1/7/13,41,105857,Machala,D,4,GROCERY I,0.0,,,,4.0
235158,1/7/13,41,106716,Machala,D,4,GROCERY I,0.0,,,,4.0
235937,1/7/13,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
235938,1/7/13,43,105693,Esmeraldas,E,10,GROCERY I,0.0,,,,4.0
235939,1/7/13,43,105857,Esmeraldas,E,10,GROCERY I,0.0,,,,1.0
235940,1/7/13,43,106716,Esmeraldas,E,10,GROCERY I,0.0,,,,4.0
235941,1/7/13,43,108701,Esmeraldas,E,10,DELI,1.0,,,,2.0
236538,1/7/13,44,96995,Quito,A,5,,,,,,1.0
236539,1/7/13,44,103520,Quito,A,5,GROCERY I,0.0,,,,14.0
236540,1/7/13,44,103665,Quito,A,5,GROCERY I,0.0,,,,9.0
236540,1/7/13,44,103665,Quito,A,5,BREAD/BAKERY,1.0,,,,9.0
236541,1/7/13,44,105574,Quito,A,5,GROCERY I,0.0,,,,28.0
236542,1/7/13,44,105575,Quito,A,5,GROCERY I,0.0,,,,22.0
236543,1/7/13,44,105577,Quito,A,5,GROCERY I,0.0,,,,5.0
236544,1/7/13,44,105693,Quito,A,5,GROCERY I,0.0,,,,6.0
236545,1/7/13,44,105737,Quito,A,5,GROCERY I,0.0,,,,15.0
236546,1/7/13,44,105857,Quito,A,5,GROCERY I,0.0,,,,26.0
236547,1/7/13,44,106716,Quito,A,5,GROCERY I,0.0,,,,8.0
236548,1/7/13,44,108079,Quito,A,5,GROCERY I,0.0,,,,1.0
236549,1/7/13,44,108696,Quito,A,5,DELI,1.0,,,,16.0
236550,1/7/13,44,108698,Quito,A,5,DELI,1.0,,,,12.0
237738,1/7/13,45,103520,Quito,A,11,GROCERY I,0.0,,,,3.0
237739,1/7/13,45,103665,Quito,A,11,GROCERY I,0.0,,,,6.0
237739,1/7/13,45,103665,Quito,A,11,BREAD/BAKERY,1.0,,,,6.0
237740,1/7/13,45,105574,Quito,A,11,GROCERY I,0.0,,,,29.0
237741,1/7/13,45,105575,Quito,A,11,GROCERY I,0.0,,,,35.0
237742,1/7/13,45,105577,Quito,A,11,GROCERY I,0.0,,,,5.0
237743,1/7/13,45,105693,Quito,A,11,GROCERY I,0.0,,,,3.0
237744,1/7/13,45,105737,Quito,A,11,GROCERY I,0.0,,,,5.0
237745,1/7/13,45,105857,Quito,A,11,GROCERY I,0.0,,,,17.0
237746,1/7/13,45,108079,Quito,A,11,GROCERY I,0.0,,,,2.0
237747,1/7/13,45,108696,Quito,A,11,DELI,1.0,,,,17.0
237748,1/7/13,45,108698,Quito,A,11,DELI,1.0,,,,7.0
237749,1/7/13,45,108701,Quito,A,11,DELI,1.0,,,,5.0
238927,1/7/13,46,103520,Quito,A,14,GROCERY I,0.0,,,,1.0
238928,1/7/13,46,103665,Quito,A,14,BREAD/BAKERY,1.0,,,,10.0
238928,1/7/13,46,103665,Quito,A,14,GROCERY I,0.0,,,,10.0
238929,1/7/13,46,105574,Quito,A,14,GROCERY I,0.0,,,,17.0
238930,1/7/13,46,105575,Quito,A,14,GROCERY I,0.0,,,,33.0
238931,1/7/13,46,105577,Quito,A,14,GROCERY I,0.0,,,,10.0
238932,1/7/13,46,105693,Quito,A,14,GROCERY I,0.0,,,,2.0
238933,1/7/13,46,105737,Quito,A,14,GROCERY I,0.0,,,,6.0
238934,1/7/13,46,105857,Quito,A,14,GROCERY I,0.0,,,,12.0
238935,1/7/13,46,106716,Quito,A,14,GROCERY I,0.0,,,,23.0
238936,1/7/13,46,108079,Quito,A,14,GROCERY I,0.0,,,,3.0
238937,1/7/13,46,108696,Quito,A,14,DELI,1.0,,,,17.0
238938,1/7/13,46,108698,Quito,A,14,DELI,1.0,,,,9.0
238939,1/7/13,46,108701,Quito,A,14,DELI,1.0,,,,9.0
240071,1/7/13,47,103520,Quito,A,14,GROCERY I,0.0,,,,7.0
240072,1/7/13,47,103665,Quito,A,14,BREAD/BAKERY,1.0,,,,8.0
240072,1/7/13,47,103665,Quito,A,14,GROCERY I,0.0,,,,8.0
240073,1/7/13,47,105574,Quito,A,14,GROCERY I,0.0,,,,18.0
240074,1/7/13,47,105575,Quito,A,14,GROCERY I,0.0,,,,42.0
240075,1/7/13,47,105577,Quito,A,14,GROCERY I,0.0,,,,9.0
240076,1/7/13,47,105693,Quito,A,14,GROCERY I,0.0,,,,1.0
240077,1/7/13,47,105737,Quito,A,14,GROCERY I,0.0,,,,10.0
240078,1/7/13,47,105857,Quito,A,14,GROCERY I,0.0,,,,20.0
240079,1/7/13,47,106716,Quito,A,14,GROCERY I,0.0,,,,19.0
240080,1/7/13,47,108079,Quito,A,14,GROCERY I,0.0,,,,1.0
241241,1/7/13,48,103520,Quito,A,14,GROCERY I,0.0,,,,7.0
241242,1/7/13,48,103665,Quito,A,14,BREAD/BAKERY,1.0,,,,6.0
241242,1/7/13,48,103665,Quito,A,14,GROCERY I,0.0,,,,6.0
241243,1/7/13,48,105574,Quito,A,14,GROCERY I,0.0,,,,20.0
241244,1/7/13,48,105575,Quito,A,14,GROCERY I,0.0,,,,38.0
241245,1/7/13,48,105577,Quito,A,14,GROCERY I,0.0,,,,17.0
241246,1/7/13,48,105693,Quito,A,14,GROCERY I,0.0,,,,3.0
241247,1/7/13,48,105737,Quito,A,14,GROCERY I,0.0,,,,7.0
241248,1/7/13,48,105857,Quito,A,14,GROCERY I,0.0,,,,21.0
241249,1/7/13,48,106716,Quito,A,14,GROCERY I,0.0,,,,12.0
241250,1/7/13,48,108079,Quito,A,14,GROCERY I,0.0,,,,2.0
241251,1/7/13,48,108696,Quito,A,14,DELI,1.0,,,,3.0
241252,1/7/13,48,108698,Quito,A,14,DELI,1.0,,,,1.0
241253,1/7/13,48,108701,Quito,A,14,DELI,1.0,,,,29.0
242322,1/7/13,49,103520,Quito,A,11,GROCERY I,0.0,,,,3.0
242323,1/7/13,49,103665,Quito,A,11,BREAD/BAKERY,1.0,,,,3.0
242323,1/7/13,49,103665,Quito,A,11,GROCERY I,0.0,,,,3.0
242324,1/7/13,49,105574,Quito,A,11,GROCERY I,0.0,,,,32.0
242325,1/7/13,49,105575,Quito,A,11,GROCERY I,0.0,,,,20.0
242326,1/7/13,49,105737,Quito,A,11,GROCERY I,0.0,,,,11.0
242327,1/7/13,49,106716,Quito,A,11,GROCERY I,0.0,,,,3.0
242328,1/7/13,49,108696,Quito,A,11,DELI,1.0,,,,8.0
242329,1/7/13,49,108698,Quito,A,11,DELI,1.0,,,,4.0
242330,1/7/13,49,108701,Quito,A,11,DELI,1.0,,,,5.0
243416,1/7/13,50,103520,Ambato,A,14,GROCERY I,0.0,,,,3.0
