id,date,store_nbr,item_nbr,unit_sales,onpromotion
482110,1/13/13,49,105575,27,
717279,1/19/13,44,105575,27,
731820,1/20/13,5,105575,27,
880524,1/23/13,45,105575,27,
884091,1/23/13,48,105575,27,
958887,1/25/13,45,105575,27,
961308,1/25/13,47,105575,27,
972927,1/26/13,6,105575,27,
38291,1/2/13,49,105575,26,
558060,1/15/13,46,105575,26,
559188,1/15/13,47,105575,26,
636157,1/17/13,45,105575,26,
1000283,1/26/13,44,105575,26,
1007785,1/26/13,50,105575,26,
119662,1/4/13,50,105575,25,
202728,1/6/13,49,105575,25,
356740,1/10/13,47,105575,25,
712882,1/19/13,38,105575,25,
801654,1/21/13,45,105575,25,
881734,1/23/13,46,105575,25,
7111,1/2/13,7,105575,24,
118541,1/4/13,49,105575,24,
160861,1/5/13,49,105575,24,
470620,1/13/13,37,105575,24,
560377,1/15/13,48,105575,24,
602539,1/16/13,50,105575,24,
638483,1/17/13,47,105575,24,
678084,1/18/13,47,105575,24,
711791,1/19/13,37,105575,24,
767139,1/20/13,50,105575,24,
854756,1/23/13,6,105575,24,
964773,1/25/13,50,105575,24,
995930,1/26/13,38,105575,24,
1014846,1/27/13,5,105575,24,
3902,1/2/13,4,105575,23,
20627,1/2/13,26,105575,23,
86577,1/4/13,5,105575,23,
243419,1/7/13,50,105575,23,
282605,1/8/13,50,105575,23,
562523,1/15/13,50,105575,23,
601413,1/16/13,49,105575,23,
730710,1/20/13,4,105575,23,
755451,1/20/13,38,105575,23,
843604,1/22/13,47,105575,23,
924948,1/24/13,50,105575,23,
1037209,1/27/13,37,105575,23,
209970,1/7/13,4,105575,22,
231721,1/7/13,37,105575,22,
236542,1/7/13,44,105575,22,
270898,1/8/13,37,105575,22,
349603,1/10/13,38,105575,22,
393432,1/11/13,45,105575,22,
648737,1/18/13,5,105575,22,
679333,1/18/13,48,105575,22,
689730,1/19/13,6,105575,22,
732879,1/20/13,6,105575,22,
807377,1/21/13,50,105575,22,
2701,1/2/13,3,105575,21,
46424,1/3/13,5,105575,21,
232708,1/7/13,38,105575,21,
275804,1/8/13,44,105575,21,
354508,1/10/13,45,105575,21,
520749,1/14/13,48,105575,21,
530643,1/15/13,6,105575,21,
556891,1/15/13,45,105575,21,
609375,1/17/13,5,105575,21,
634933,1/17/13,44,105575,21,
639687,1/17/13,48,105575,21,
676905,1/18/13,46,105575,21,
124526,1/5/13,3,105575,20,
242325,1/7/13,49,105575,20,
251198,1/8/13,6,105575,20,
397008,1/11/13,48,105575,20,
429672,1/12/13,38,105575,20,
440065,1/12/13,49,105575,20,
517283,1/14/13,45,105575,20,
522904,1/14/13,50,105575,20,
529648,1/15/13,5,105575,20,
641800,1/17/13,50,105575,20,
690910,1/19/13,7,105575,20,
879283,1/23/13,44,105575,20,
952726,1/25/13,37,105575,20,
301379,1/9/13,23,105575,19,
314678,1/9/13,44,105575,19,
447102,1/13/13,4,105575,19,
686360,1/19/13,3,105575,19,
795480,1/21/13,37,105575,19,
960100,1/25/13,46,105575,19,
962554,1/25/13,48,105575,19,
1013770,1/27/13,4,105575,19,
126841,1/5/13,5,105575,18,
139862,1/5/13,23,105575,18,
355658,1/10/13,46,105575,18,
407278,1/12/13,6,105575,18,
512168,1/14/13,38,105575,18,
570539,1/16/13,6,105575,18,
571650,1/16/13,7,105575,18,
603642,1/16/13,51,105575,18,
610358,1/17/13,6,105575,18,
776295,1/21/13,7,105575,18,
815221,1/22/13,6,105575,18,
852728,1/23/13,4,105575,18,
913421,1/24/13,37,105575,18,
930822,1/25/13,4,105575,18,
970789,1/26/13,4,105575,18,
971886,1/26/13,5,105575,18,
1017037,1/27/13,7,105575,18,
125747,1/5/13,4,105575,17,
206812,1/7/13,1,105575,17,
252258,1/8/13,7,105575,17,
288444,1/9/13,4,105575,17,
320502,1/9/13,49,105575,17,
357914,1/10/13,48,105575,17,
490345,1/14/13,5,105575,17,
516080,1/14/13,44,105575,17,
607253,1/17/13,3,105575,17,
611420,1/17/13,7,105575,17,
637356,1/17/13,46,105575,17,
687591,1/19/13,4,105575,17,
688681,1/19/13,5,105575,17,
765962,1/20/13,49,105575,17,
844775,1/22/13,48,105575,17,
5986,1/2/13,6,105575,16,
45431,1/3/13,4,105575,16,
129017,1/5/13,7,105575,16,
170092,1/6/13,6,105575,16,
223001,1/7/13,23,105575,16,
319456,1/9/13,48,105575,16,
359998,1/10/13,50,105575,16,
366857,1/11/13,5,105575,16,
388294,1/11/13,38,105575,16,
449237,1/13/13,6,105575,16,
451433,1/13/13,8,105575,16,
474350,1/13/13,41,105575,16,
511193,1/14/13,37,105575,16,
518439,1/14/13,46,105575,16,
600320,1/16/13,48,105575,16,
669522,1/18/13,37,105575,16,
734043,1/20/13,7,105575,16,
774209,1/21/13,5,105575,16,
853729,1/23/13,5,105575,16,
914394,1/24/13,38,105575,16,
1008950,1/26/13,51,105575,16,
580,1/2/13,1,105575,15,
85550,1/4/13,4,105575,15,
98752,1/4/13,23,105575,15,
163217,1/5/13,51,105575,15,
271894,1/8/13,38,105575,15,
302233,1/9/13,24,105575,15,
394642,1/11/13,46,105575,15,
591576,1/16/13,38,105575,15,
622075,1/17/13,24,105575,15,
642878,1/17/13,51,105575,15,
735054,1/20/13,8,105575,15,
772035,1/21/13,3,105575,15,
849529,1/23/13,1,105575,15,
890903,1/24/13,3,105575,15,
922836,1/24/13,48,105575,15,
935015,1/25/13,8,105575,15,
944620,1/25/13,24,105575,15,
968433,1/26/13,2,105575,15,
1040956,1/27/13,41,105575,15,
8189,1/2/13,8,105575,14,
17873,1/2/13,23,105575,14,
79625,1/3/13,50,105575,14,
130062,1/5/13,8,105575,14,
195084,1/6/13,41,105575,14,
212977,1/7/13,7,105575,14,
247073,1/8/13,2,105575,14,
250219,1/8/13,5,105575,14,
262249,1/8/13,23,105575,14,
330348,1/10/13,7,105575,14,
353306,1/10/13,44,105575,14,
399187,1/11/13,50,105575,14,
403989,1/12/13,3,105575,14,
551809,1/15/13,38,105575,14,
568480,1/16/13,4,105575,14,
623826,1/17/13,26,105575,14,
649733,1/18/13,6,105575,14,
893970,1/24/13,6,105575,14,
931874,1/25/13,5,105575,14,
932888,1/25/13,6,105575,14,
953761,1/25/13,38,105575,14,
1006576,1/26/13,49,105575,14,
1027650,1/27/13,23,105575,14,
44257,1/3/13,3,105575,13,
78556,1/3/13,49,105575,13,
208795,1/7/13,3,105575,13,
253272,1/8/13,8,105575,13,
317119,1/9/13,46,105575,13,
328321,1/10/13,5,105575,13,
378704,1/11/13,23,105575,13,
387300,1/11/13,37,105575,13,
488199,1/14/13,3,105575,13,
550778,1/15/13,37,105575,13,
670541,1/18/13,38,105575,13,
729483,1/20/13,3,105575,13,
768307,1/20/13,51,105575,13,
814204,1/22/13,5,105575,13,
846858,1/22/13,50,105575,13,
874447,1/23/13,37,105575,13,
929609,1/25/13,3,105575,13,
1011430,1/27/13,2,105575,13,
84360,1/4/13,3,105575,12,
127870,1/5/13,6,105575,12,
142634,1/5/13,26,105575,12,
286235,1/9/13,2,105575,12,
368939,1/11/13,7,105575,12,
392209,1/11/13,44,105575,12,
402884,1/12/13,2,105575,12,
502362,1/14/13,23,105575,12,
532759,1/15/13,8,105575,12,
555714,1/15/13,44,105575,12,
606227,1/17/13,2,105575,12,
608441,1/17/13,4,105575,12,
621271,1/17/13,23,105575,12,
680434,1/18/13,49,105575,12,
684248,1/19/13,1,105575,12,
744737,1/20/13,23,105575,12,
777345,1/21/13,8,105575,12,
835220,1/22/13,37,105575,12,
855870,1/23/13,7,105575,12,
875471,1/23/13,38,105575,12,
886268,1/23/13,50,105575,12,
974110,1/26/13,7,105575,12,
1030343,1/27/13,26,105575,12,
49569,1/3/13,8,105575,11,
88668,1/4/13,7,105575,11,
165598,1/6/13,2,105575,11,
287258,1/9/13,3,105575,11,
289415,1/9/13,5,105575,11,
310873,1/9/13,38,105575,11,
364639,1/11/13,3,105575,11,
463745,1/13/13,26,105575,11,
521845,1/14/13,49,105575,11,
567282,1/16/13,3,105575,11,
630102,1/17/13,37,105575,11,
660660,1/18/13,23,105575,11,
681529,1/18/13,50,105575,11,
704790,1/19/13,26,105575,11,
770995,1/21/13,2,105575,11,
836231,1/22/13,38,105575,11,
885177,1/23/13,49,105575,11,
919332,1/24/13,45,105575,11,
969541,1/26/13,3,105575,11,
1028561,1/27/13,24,105575,11,
48552,1/3/13,7,105575,10,
83308,1/4/13,2,105575,10,
140806,1/5/13,24,105575,10,
181862,1/6/13,23,105575,10,
184495,1/6/13,26,105575,10,
249244,1/8/13,4,105575,10,
367870,1/11/13,6,105575,10,
401892,1/12/13,1,105575,10,
405213,1/12/13,4,105575,10,
409425,1/12/13,8,105575,10,
421047,1/12/13,25,105575,10,
489363,1/14/13,4,105575,10,
491327,1/14/13,6,105575,10,
565200,1/16/13,1,105575,10,
572690,1/16/13,8,105575,10,
582440,1/16/13,24,105575,10,
644448,1/18/13,1,105575,10,
674455,1/18/13,44,105575,10,
685243,1/19/13,2,105575,10,
723544,1/19/13,49,105575,10,
745654,1/20/13,24,105575,10,
796469,1/21/13,38,105575,10,
850535,1/23/13,2,105575,10,
892987,1/24/13,5,105575,10,
957632,1/25/13,44,105575,10,
963673,1/25/13,49,105575,10,
975157,1/26/13,8,105575,10,
985907,1/26/13,24,105575,10,
986981,1/26/13,25,105575,10,
998689,1/26/13,41,105575,10,
1012547,1/27/13,3,105575,10,
1018063,1/27/13,8,105575,10,
30788,1/2/13,41,105575,9,
61493,1/3/13,26,105575,9,
99665,1/4/13,24,105575,9,
172266,1/6/13,8,105575,9,
210954,1/7/13,5,105575,9,
285243,1/9/13,1,105575,9,
291511,1/9/13,7,105575,9,
322668,1/9/13,51,105575,9,
363606,1/11/13,2,105575,9,
442373,1/12/13,51,105575,9,
444804,1/13/13,2,105575,9,
445905,1/13/13,3,105575,9,
492378,1/14/13,7,105575,9,
493404,1/14/13,8,105575,9,
541756,1/15/13,23,105575,9,
569509,1/16/13,5,105575,9,
647701,1/18/13,4,105575,9,
702770,1/19/13,24,105575,9,
747417,1/20/13,26,105575,9,
773215,1/21/13,4,105575,9,
800426,1/21/13,44,105575,9,
806308,1/21/13,49,105575,9,
813262,1/22/13,4,105575,9,
851558,1/23/13,3,105575,9,
865755,1/23/13,23,105575,9,
888976,1/24/13,1,105575,9,
904727,1/24/13,23,105575,9,
984982,1/26/13,23,105575,9,
40592,1/2/13,51,105575,8,
82357,1/4/13,1,105575,8,
87576,1/4/13,6,105575,8,
89678,1/4/13,8,105575,8,
123403,1/5/13,2,105575,8,
171240,1/6/13,7,105575,8,
207768,1/7/13,2,105575,8,
213998,1/7/13,8,105575,8,
235153,1/7/13,41,105575,8,
246111,1/8/13,1,105575,8,
263108,1/8/13,24,105575,8,
290414,1/9/13,6,105575,8,
292529,1/9/13,8,105575,8,
326210,1/10/13,3,105575,8,
327370,1/10/13,4,105575,8,
340209,1/10/13,23,105575,8,
369948,1/11/13,8,105575,8,
400280,1/11/13,51,105575,8,
408425,1/12/13,7,105575,8,
450403,1/13/13,7,105575,8,
527494,1/15/13,3,105575,8,
528657,1/15/13,4,105575,8,
531736,1/15/13,7,105575,8,
584266,1/16/13,26,105575,8,
631074,1/17/13,38,105575,8,
703865,1/19/13,25,105575,8,
725927,1/19/13,51,105575,8,
728365,1/20/13,2,105575,8,
817294,1/22/13,8,105575,8,
847932,1/22/13,51,105575,8,
916779,1/24/13,41,105575,8,
967441,1/26/13,1,105575,8,
47427,1/3/13,6,105575,7,
58816,1/3/13,23,105575,7,
101509,1/4/13,26,105575,7,
122405,1/5/13,1,105575,7,
153137,1/5/13,41,105575,7,
248075,1/8/13,3,105575,7,
281539,1/8/13,49,105575,7,
325219,1/10/13,2,105575,7,
361053,1/10/13,51,105575,7,
379571,1/11/13,24,105575,7,
432382,1/12/13,41,105575,7,
444064,1/13/13,1,105575,7,
484445,1/13/13,51,105575,7,
581570,1/16/13,23,105575,7,
645422,1/18/13,2,105575,7,
646495,1/18/13,3,105575,7,
715676,1/19/13,41,105575,7,
770060,1/21/13,1,105575,7,
775202,1/21/13,6,105575,7,
789246,1/21/13,26,105575,7,
812108,1/22/13,3,105575,7,
816264,1/22/13,7,105575,7,
845822,1/22/13,49,105575,7,
905559,1/24/13,24,105575,7,
918137,1/24/13,44,105575,7,
933978,1/25/13,7,105575,7,
943776,1/25/13,23,105575,7,
965861,1/25/13,51,105575,7,
987909,1/26/13,26,105575,7,
1029601,1/27/13,25,105575,7,
42256,1/3/13,1,105575,6,
182801,1/6/13,24,105575,6,
223896,1/7/13,24,105575,6,
225557,1/7/13,26,105575,6,
342700,1/10/13,26,105575,6,
358966,1/10/13,49,105575,6,
486206,1/14/13,1,105575,6,
487196,1/14/13,2,105575,6,
526472,1/15/13,2,105575,6,
605285,1/17/13,1,105575,6,
650817,1/18/13,7,105575,6,
682615,1/18/13,51,105575,6,
727664,1/20/13,1,105575,6,
748270,1/20/13,27,105575,6,
758168,1/20/13,41,105575,6,
810119,1/22/13,1,105575,6,
826342,1/22/13,23,105575,6,
892042,1/24/13,4,105575,6,
895006,1/24/13,7,105575,6,
945695,1/25/13,25,105575,6,
947268,1/25/13,27,105575,6,
956209,1/25/13,41,105575,6,
19813,1/2/13,25,105575,5,
60694,1/3/13,25,105575,5,
211923,1/7/13,6,105575,5,
264087,1/8/13,25,105575,5,
264810,1/8/13,26,105575,5,
303233,1/9/13,25,105575,5,
303940,1/9/13,26,105575,5,
313305,1/9/13,41,105575,5,
341032,1/10/13,24,105575,5,
342032,1/10/13,25,105575,5,
398102,1/11/13,49,105575,5,
419058,1/12/13,23,105575,5,
421908,1/12/13,26,105575,5,
422691,1/12/13,27,105575,5,
461049,1/13/13,23,105575,5,
505016,1/14/13,26,105575,5,
566233,1/16/13,2,105575,5,
640756,1/17/13,49,105575,5,
651858,1/18/13,8,105575,5,
662568,1/18/13,25,105575,5,
663437,1/18/13,26,105575,5,
701813,1/19/13,23,105575,5,
705628,1/19/13,27,105575,5,
746673,1/20/13,25,105575,5,
856909,1/23/13,8,105575,5,
868526,1/23/13,26,105575,5,
889905,1/24/13,2,105575,5,
907366,1/24/13,26,105575,5,
926007,1/24/13,51,105575,5,
43223,1/3/13,2,105575,4,
71290,1/3/13,41,105575,4,
80712,1/3/13,51,105575,4,
111137,1/4/13,41,105575,4,
120776,1/4/13,51,105575,4,
141833,1/5/13,25,105575,4,
183817,1/6/13,25,105575,4,
205077,1/6/13,51,105575,4,
274369,1/8/13,41,105575,4,
304646,1/9/13,27,105575,4,
324280,1/10/13,1,105575,4,
329298,1/10/13,6,105575,4,
348615,1/10/13,37,105575,4,
362638,1/11/13,1,105575,4,
542634,1/15/13,24,105575,4,
544384,1/15/13,26,105575,4,
545143,1/15/13,27,105575,4,
554277,1/15/13,41,105575,4,
561453,1/15/13,49,105575,4,
594046,1/16/13,41,105575,4,
633515,1/17/13,41,105575,4,
664123,1/18/13,27,105575,4,
788429,1/21/13,25,105575,4,
789944,1/21/13,27,105575,4,
799025,1/21/13,41,105575,4,
828955,1/22/13,26,105575,4,
927564,1/25/13,1,105575,4,
946571,1/25/13,26,105575,4,
988708,1/26/13,27,105575,4,
1010713,1/27/13,1,105575,4,
100698,1/4/13,25,105575,3,
224883,1/7/13,25,105575,3,
226235,1/7/13,27,105575,3,
244504,1/7/13,51,105575,3,
265490,1/8/13,27,105575,3,
331354,1/10/13,8,105575,3,
380597,1/11/13,25,105575,3,
381403,1/11/13,26,105575,3,
464573,1/13/13,27,105575,3,
523963,1/14/13,51,105575,3,
525530,1/15/13,1,105575,3,
543648,1/15/13,25,105575,3,
563584,1/15/13,51,105575,3,
583489,1/16/13,25,105575,3,
584986,1/16/13,27,105575,3,
661499,1/18/13,24,105575,3,
673020,1/18/13,41,105575,3,
691964,1/19/13,8,105575,3,
786511,1/21/13,23,105575,3,
838747,1/22/13,41,105575,3,
887350,1/23/13,51,105575,3,
906597,1/24/13,25,105575,3,
923920,1/24/13,49,105575,3,
2,1/1/13,25,105575,2,
18791,1/2/13,24,105575,2,
59693,1/3/13,24,105575,2,
62189,1/3/13,27,105575,2,
143468,1/5/13,27,105575,2,
164938,1/6/13,1,105575,2,
390782,1/11/13,41,105575,2,
419993,1/12/13,24,105575,2,
461983,1/13/13,24,105575,2,
463014,1/13/13,25,105575,2,
505734,1/14/13,27,105575,2,
514663,1/14/13,41,105575,2,
612417,1/17/13,8,105575,2,
623138,1/17/13,25,105575,2,
808486,1/21/13,51,105575,2,
811065,1/22/13,2,105575,2,
828214,1/22/13,25,105575,2,
866632,1/23/13,24,105575,2,
867712,1/23/13,25,105575,2,
896020,1/24/13,8,105575,2,
928541,1/25/13,2,105575,2,
102225,1/4/13,27,105575,1,
185314,1/6/13,27,105575,1,
283686,1/8/13,51,105575,1,
624591,1/17/13,27,105575,1,
869199,1/23/13,27,105575,1,
877864,1/23/13,41,105575,1,
1031146,1/27/13,27,105575,1,
9392,1/2/13,9,105576,43,
485556,1/13/13,54,105576,36,
16282,1/2/13,18,105576,32,
769407,1/20/13,54,105576,32,
11089,1/2/13,11,105576,30,
12050,1/2/13,12,105576,30,
164326,1/5/13,54,105576,30,
206182,1/6/13,54,105576,30,
564623,1/15/13,54,105576,28,
15532,1/2/13,17,105576,27,
92394,1/4/13,11,105576,26,
736271,1/20/13,9,105576,26,
738014,1/20/13,11,105576,25,
979063,1/26/13,12,105576,25,
1010077,1/26/13,54,105576,25,
134659,1/5/13,13,105576,24,
135337,1/5/13,14,105576,24,
179541,1/6/13,17,105576,24,
1020936,1/27/13,11,105576,24,
12765,1/2/13,13,105576,23,
131264,1/5/13,9,105576,23,
137516,1/5/13,17,105576,23,
220864,1/7/13,17,105576,23,
258152,1/8/13,14,105576,23,
524989,1/14/13,54,105576,23,
56643,1/3/13,17,105576,22,
452603,1/13/13,9,105576,22,
784331,1/21/13,17,105576,22,
173426,1/6/13,9,105576,21,
174440,1/6/13,10,105576,21,
334001,1/10/13,11,105576,21,
1026048,1/27/13,18,105576,21,
176055,1/6/13,12,105576,20,
254393,1/8/13,9,105576,20,
459461,1/13/13,18,105576,20,
949426,1/25/13,31,105576,20,
96667,1/4/13,17,105576,19,
121836,1/4/13,54,105576,19,
413266,1/12/13,12,105576,19,
628807,1/17/13,34,105576,19,
738952,1/20/13,12,105576,19,
743153,1/20/13,18,105576,19,
81744,1/3/13,54,105576,18,
458696,1/13/13,17,105576,18,
593372,1/16/13,40,105576,18,
694925,1/19/13,11,105576,18,
700189,1/19/13,18,105576,18,
709581,1/19/13,33,105576,18,
997980,1/26/13,40,105576,18,
25062,1/2/13,33,105576,17,
65121,1/3/13,32,105576,17,
175119,1/6/13,11,105576,17,
180296,1/6/13,18,105576,17,
217542,1/7/13,12,105576,17,
643902,1/17/13,54,105576,17,
655423,1/18/13,12,105576,17,
742387,1/20/13,17,105576,17,
982641,1/26/13,17,105576,17,
1035088,1/27/13,33,105576,17,
94621,1/4/13,14,105576,16,
132982,1/5/13,11,105576,16,
186315,1/6/13,28,105576,16,
412324,1/12/13,11,105576,16,
426434,1/12/13,33,105576,16,
454307,1/13/13,11,105576,16,
699409,1/19/13,17,105576,16,
824239,1/22/13,17,105576,16,
1021865,1/27/13,12,105576,16,
41649,1/2/13,54,105576,15,
93310,1/4/13,12,105576,15,
110486,1/4/13,40,105576,15,
178103,1/6/13,15,105576,15,
336177,1/10/13,14,105576,15,
443461,1/12/13,54,105576,15,
683696,1/18/13,54,105576,15,
809536,1/21/13,54,105576,15,
864415,1/23/13,18,105576,15,
902030,1/24/13,16,105576,15,
950681,1/25/13,33,105576,15,
978133,1/26/13,11,105576,15,
1025268,1/27/13,17,105576,15,
52328,1/3/13,11,105576,14,
53924,1/3/13,13,105576,14,
63013,1/3/13,28,105576,14,
65637,1/3/13,33,105576,14,
147249,1/5/13,33,105576,14,
176780,1/6/13,13,105576,14,
178793,1/6/13,16,105576,14,
260153,1/8/13,17,105576,14,
272817,1/8/13,39,105576,14,
293686,1/9/13,9,105576,14,
295217,1/9/13,11,105576,14,
300803,1/9/13,19,105576,14,
416801,1/12/13,17,105576,14,
455242,1/13/13,12,105576,14,
604764,1/16/13,54,105576,14,
752235,1/20/13,33,105576,14,
848977,1/22/13,54,105576,14,
872506,1/23/13,33,105576,14,
50702,1/3/13,9,105576,13,
90828,1/4/13,9,105576,13,
177440,1/6/13,14,105576,13,
189231,1/6/13,33,105576,13,
234510,1/7/13,40,105576,13,
245539,1/7/13,54,105576,13,
465591,1/13/13,28,105576,13,
468552,1/13/13,33,105576,13,
473642,1/13/13,40,105576,13,
615080,1/17/13,11,105576,13,
749308,1/20/13,28,105576,13,
757480,1/20/13,40,105576,13,
779451,1/21/13,10,105576,13,
1040263,1/27/13,40,105576,13,
13414,1/2/13,14,105576,12,
14098,1/2/13,15,105576,12,
23742,1/2/13,31,105576,12,
30115,1/2/13,40,105576,12,
69706,1/3/13,39,105576,12,
105561,1/4/13,33,105576,12,
284706,1/8/13,54,105576,12,
427163,1/12/13,34,105576,12,
494531,1/14/13,9,105576,12,
509245,1/14/13,33,105576,12,
539637,1/15/13,17,105576,12,
540355,1/15/13,18,105576,12,
548746,1/15/13,33,105576,12,
619174,1/17/13,17,105576,12,
658643,1/18/13,17,105576,12,
694227,1/19/13,10,105576,12,
727057,1/19/13,54,105576,12,
781635,1/21/13,13,105576,12,
820915,1/22/13,12,105576,12,
865154,1/23/13,19,105576,12,
941013,1/25/13,16,105576,12,
980450,1/26/13,14,105576,12,
981900,1/26/13,16,105576,12,
992581,1/26/13,33,105576,12,
1032189,1/27/13,28,105576,12,
17216,1/2/13,19,105576,11,
132292,1/5/13,10,105576,11,
136056,1/5/13,15,105576,11,
136788,1/5/13,16,105576,11,
138277,1/5/13,18,105576,11,
194396,1/6/13,40,105576,11,
220194,1/7/13,16,105576,11,
229709,1/7/13,33,105576,11,
255977,1/8/13,11,105576,11,
256872,1/8/13,12,105576,11,
299327,1/9/13,17,105576,11,
333404,1/10/13,10,105576,11,
372594,1/11/13,11,105576,11,
376652,1/11/13,17,105576,11,
453621,1/13/13,10,105576,11,
457935,1/13/13,16,105576,11,
500271,1/14/13,17,105576,11,
553607,1/15/13,40,105576,11,
575396,1/16/13,11,105576,11,
785083,1/21/13,18,105576,11,
830455,1/22/13,28,105576,11,
858997,1/23/13,10,105576,11,
870104,1/23/13,28,105576,11,
899486,1/24/13,12,105576,11,
901363,1/24/13,15,105576,11,
977422,1/26/13,10,105576,11,
1023181,1/27/13,14,105576,11,
54556,1/3/13,14,105576,10,
216667,1/7/13,11,105576,10,
218837,1/7/13,14,105576,10,
371085,1/11/13,9,105576,10,
373438,1/11/13,12,105576,10,
410624,1/12/13,9,105576,10,
417567,1/12/13,18,105576,10,
431686,1/12/13,40,105576,10,
496955,1/14/13,12,105576,10,
498240,1/14/13,14,105576,10,
515477,1/14/13,43,105576,10,
573862,1/16/13,9,105576,10,
615949,1/17/13,12,105576,10,
693190,1/19/13,9,105576,10,
695860,1/19/13,12,105576,10,
741612,1/20/13,16,105576,10,
822189,1/22/13,14,105576,10,
863709,1/23/13,17,105576,10,
927033,1/24/13,54,105576,10,
937680,1/25/13,11,105576,10,
941701,1/25/13,17,105576,10,
976373,1/26/13,9,105576,10,
53232,1/3/13,12,105576,9,
55218,1/3/13,15,105576,9,
95999,1/4/13,16,105576,9,
104286,1/4/13,31,105576,9,
133946,1/5/13,12,105576,9,
144431,1/5/13,28,105576,9,
147955,1/5/13,34,105576,9,
187820,1/6/13,31,105576,9,
193427,1/6/13,39,105576,9,
233647,1/7/13,39,105576,9,
260854,1/8/13,18,105576,9,
268951,1/8/13,33,105576,9,
273699,1/8/13,40,105576,9,
338122,1/10/13,17,105576,9,
374699,1/11/13,14,105576,9,
377341,1/11/13,18,105576,9,
411641,1/12/13,10,105576,9,
460370,1/13/13,19,105576,9,
467154,1/13/13,31,105576,9,
500979,1/14/13,18,105576,9,
576900,1/16/13,13,105576,9,
613566,1/17/13,9,105576,9,
701092,1/19/13,19,105576,9,
737296,1/20/13,10,105576,9,
798322,1/21/13,40,105576,9,
824966,1/22/13,18,105576,9,
877244,1/23/13,40,105576,9,
888454,1/23/13,54,105576,9,
939723,1/25/13,14,105576,9,
955553,1/25/13,40,105576,9,
966932,1/25/13,54,105576,9,
984300,1/26/13,19,105576,9,
1020260,1/27/13,10,105576,9,
1023840,1/27/13,15,105576,9,
1024520,1/27/13,16,105576,9,
51689,1/3/13,10,105576,8,
55935,1/3/13,16,105576,8,
57351,1/3/13,18,105576,8,
109603,1/4/13,39,105576,8,
139183,1/5/13,19,105576,8,
188682,1/6/13,32,105576,8,
216043,1/7/13,10,105576,8,
269606,1/8/13,34,105576,8,
296076,1/9/13,12,105576,8,
297324,1/9/13,14,105576,8,
307906,1/9/13,33,105576,8,
390124,1/11/13,40,105576,8,
416081,1/12/13,16,105576,8,
455934,1/13/13,13,105576,8,
469287,1/13/13,34,105576,8,
533891,1/15/13,9,105576,8,
534858,1/15/13,10,105576,8,
574817,1/16/13,10,105576,8,
617183,1/17/13,14,105576,8,
653023,1/18/13,9,105576,8,
666318,1/18/13,31,105576,8,
668204,1/18/13,34,105576,8,
672372,1/18/13,40,105576,8,
696573,1/19/13,13,105576,8,
697247,1/19/13,14,105576,8,
706594,1/19/13,28,105576,8,
739643,1/20/13,13,105576,8,
823528,1/22/13,16,105576,8,
860441,1/23/13,12,105576,8,
873205,1/23/13,34,105576,8,
979763,1/26/13,13,105576,8,
992025,1/26/13,32,105576,8,
1022566,1/27/13,13,105576,8,
1035820,1/27/13,34,105576,8,
1039289,1/27/13,39,105576,8,
10411,1/2/13,10,105576,7,
72103,1/3/13,43,105576,7,
91765,1/4/13,10,105576,7,
145929,1/5/13,31,105576,7,
189974,1/6/13,34,105576,7,
215122,1/7/13,9,105576,7,
221580,1/7/13,18,105576,7,
296726,1/9/13,13,105576,7,
312656,1/9/13,40,105576,7,
323744,1/9/13,54,105576,7,
351361,1/10/13,40,105576,7,
385346,1/11/13,33,105576,7,
413970,1/12/13,13,105576,7,
425080,1/12/13,31,105576,7,
578115,1/16/13,15,105576,7,
585918,1/16/13,28,105576,7,
588502,1/16/13,33,105576,7,
616606,1/17/13,13,105576,7,
625466,1/17/13,28,105576,7,
714954,1/19/13,40,105576,7,
740281,1/20/13,14,105576,7,
752984,1/20/13,34,105576,7,
778470,1/21/13,9,105576,7,
794181,1/21/13,34,105576,7,
820032,1/22/13,11,105576,7,
832631,1/22/13,32,105576,7,
861709,1/23/13,14,105576,7,
871356,1/23/13,31,105576,7,
911455,1/24/13,33,105576,7,
939160,1/25/13,13,105576,7,
940372,1/25/13,15,105576,7,
942406,1/25/13,18,105576,7,
948155,1/25/13,28,105576,7,
983425,1/26/13,18,105576,7,
70631,1/3/13,40,105576,6,
93991,1/4/13,13,105576,6,
103082,1/4/13,28,105576,6,
151489,1/5/13,39,105576,6,
255347,1/8/13,10,105576,6,
332482,1/10/13,9,105576,6,
334880,1/10/13,12,105576,6,
336813,1/10/13,15,105576,6,
362090,1/10/13,54,105576,6,
401329,1/11/13,54,105576,6,
414654,1/12/13,14,105576,6,
415375,1/12/13,15,105576,6,
457248,1/13/13,15,105576,6,
466525,1/13/13,30,105576,6,
497620,1/14/13,13,105576,6,
501739,1/14/13,19,105576,6,
508756,1/14/13,32,105576,6,
514005,1/14/13,40,105576,6,
537008,1/15/13,13,105576,6,
538275,1/15/13,15,105576,6,
538945,1/15/13,16,105576,6,
541178,1/15/13,19,105576,6,
576251,1/16/13,12,105576,6,
579450,1/16/13,17,105576,6,
580165,1/16/13,18,105576,6,
628119,1/17/13,33,105576,6,
654545,1/18/13,11,105576,6,
698686,1/19/13,16,105576,6,
710331,1/19/13,34,105576,6,
